EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Position,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,exit_interview_feedback,satisfaction_survey_comment,internal_transfer_request,SalaryBand
EMP_0088,0,0,0,1,5,3,0,65902,0,20,Production Technician II,2/17/2014,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.0,4,0,1/7/2019,0,7,N/A,Things are generally fine but there's room to improve communication between teams.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,65-80k
EMP_0089,1,1,0,5,5,3,0,57748,1,19,Production Technician I,11/7/2011,5/17/2016,military,Voluntarily Terminated,Production       ,Google Search,Fully Meets,3.13,3,0,2/4/2016,0,16,It was the right time for me to move on. Good memories here.,I've been feeling disconnected from the team.,N/A,55-65k
EMP_0090,1,1,1,1,5,1,0,64057,0,19,Production Technician I,5/11/2015,,N/A-StillEmployed,Active,Production       ,Indeed,PIP,1.56,5,0,1/3/2019,6,15,N/A,I don't feel heard. Feedback goes nowhere and nothing changes.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0091,0,0,1,1,3,1,0,53366,0,15,Network Engineer,3/30/2015,,N/A-StillEmployed,Active,IT/IS,LinkedIn,PIP,1.2,3,6,2/4/2019,3,2,N/A,I don't feel heard. Feedback goes nowhere and nothing changes.,N/A,<55k
EMP_0092,1,1,0,1,5,3,0,58530,0,19,Production Technician I,1/9/2012,,N/A-StillEmployed,Active,Production       ,Google Search,Fully Meets,5.0,5,0,1/29/2019,0,19,N/A,I feel supported by my manager and the team culture is genuinely positive.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",55-65k
EMP_0093,0,0,1,5,5,3,0,72609,1,20,Production Technician II,5/16/2011,6/24/2013,hours,Voluntarily Terminated,Production       ,Google Search,Fully Meets,4.76,5,0,4/5/2013,0,20,The workload was unsustainable. I tried raising it with my manager but nothing really changed.,Good balance between autonomy and collaboration. Happy here.,N/A,65-80k
EMP_0094,1,1,0,5,5,3,0,55965,1,20,Production Technician II,4/4/2011,1/9/2013,career change,Voluntarily Terminated,Production       ,Google Search,Fully Meets,3.66,3,0,1/7/2012,0,6,I felt I'd reached a ceiling in this role. I needed a new direction professionally.,Decent place to work. I'd appreciate more clarity on career development paths.,N/A,55-65k
EMP_0095,1,1,1,1,6,3,0,70187,1,3,Area Sales Manager,9/29/2014,8/19/2018,Fatal attraction,Terminated for Cause,Sales,Employee Referral,PIP,2.0,5,0,1/28/2019,4,7,It was the right time for me to move on. Good memories here.,Morale is low and I'm struggling to see a future here.,N/A,65-80k
EMP_0096,0,0,1,1,3,4,0,178000,0,12,IT Director,4/15/2011,,N/A-StillEmployed,Active,IT/IS,Indeed,Exceeds,5.0,5,5,1/7/2019,0,15,N/A,The work is meaningful and I feel my contributions are valued.,N/A,>120k
EMP_0097,1,1,0,1,1,3,0,99351,0,26,Sr. Accountant,1/5/2009,,N/A-StillEmployed,Active,Admin Offices,Other,Fully Meets,5.0,3,2,2/8/2019,0,3,N/A,I feel supported by my manager and the team culture is genuinely positive.,N/A,80-120k
EMP_0098,0,0,1,1,6,3,0,67251,0,3,Area Sales Manager,9/6/2011,,N/A-StillEmployed,Active,Sales,CareerBuilder,Fully Meets,4.3,3,0,1/27/2019,2,7,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",65-80k
EMP_0099,0,0,0,1,3,3,0,65707,0,14,IT Support,5/1/2010,,N/A-StillEmployed,Active,IT/IS,LinkedIn,Fully Meets,4.7,4,5,2/1/2019,0,1,N/A,I feel supported by my manager and the team culture is genuinely positive.,N/A,65-80k
EMP_0100,0,0,1,1,5,3,0,52249,0,19,Production Technician I,3/30/2015,,N/A-StillEmployed,Active,Production       ,Employee Referral,Fully Meets,4.5,3,0,2/18/2019,0,5,N/A,Good balance between autonomy and collaboration. Happy here.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,<55k
EMP_0101,0,0,0,1,5,3,0,53171,0,19,Production Technician I,5/16/2011,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.2,4,0,2/26/2019,0,12,N/A,"I enjoy the work most of the time, though the workload can get heavy.","After 12.6 years in Production, I would like to explore opportunities in a different department to broaden my skills.",<55k
EMP_0102,1,1,0,1,5,3,0,51337,0,19,Production Technician I,3/30/2015,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,3.73,3,0,1/16/2019,0,19,N/A,Things are generally fine but there's room to improve communication between teams.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,<55k
EMP_0103,0,2,0,5,5,3,1,51505,1,19,Production Technician I,11/7/2011,11/15/2016,hours,Voluntarily Terminated,Production       ,Diversity Job Fair,Fully Meets,4.24,4,0,4/29/2016,0,2,The hours were consistently beyond what was agreed when I was hired. Work-life balance became a real issue.,Things are generally fine but there's room to improve communication between teams.,N/A,<55k
EMP_0104,0,4,0,4,6,3,0,59370,1,3,Area Sales Manager,7/7/2014,9/5/2015,attendance,Terminated for Cause,Sales,CareerBuilder,Fully Meets,3.97,4,0,1/15/2014,0,7,Personal circumstances made it hard to maintain the attendance the role required.,Things are generally fine but there's room to improve communication between teams.,N/A,55-65k
EMP_0105,1,1,1,5,5,2,1,54933,1,19,Production Technician I,4/2/2012,6/25/2015,military,Voluntarily Terminated,Production       ,Diversity Job Fair,Needs Improvement,3.97,4,0,1/20/2015,3,15,It was the right time for me to move on. Good memories here.,Things are generally fine but there's room to improve communication between teams.,N/A,<55k
EMP_0106,0,0,0,1,5,4,0,57815,0,19,Production Technician I,9/29/2014,,N/A-StillEmployed,Active,Production       ,Indeed,Exceeds,3.9,4,0,2/7/2019,0,3,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0107,0,0,0,1,6,3,0,61555,0,3,Area Sales Manager,2/16/2015,,N/A-StillEmployed,Active,Sales,Indeed,Fully Meets,4.5,5,0,1/25/2019,0,20,N/A,I feel supported by my manager and the team culture is genuinely positive.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",55-65k
EMP_0108,0,0,0,4,3,3,0,114800,1,8,Database Administrator,2/16/2015,3/15/2015,"no-call, no-show",Terminated for Cause,IT/IS,Indeed,Fully Meets,4.6,4,4,1/20/2015,0,10,It was the right time for me to move on. Good memories here.,I feel supported by my manager and the team culture is genuinely positive.,N/A,80-120k
EMP_0109,1,1,1,1,3,3,0,74679,0,14,IT Support,3/30/2015,,N/A-StillEmployed,Active,IT/IS,LinkedIn,Fully Meets,4.3,5,7,1/10/2019,0,20,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,N/A,65-80k
EMP_0110,0,0,0,1,5,3,0,53018,0,19,Production Technician I,11/11/2013,,N/A-StillEmployed,Active,Production       ,Indeed,Fully Meets,4.3,5,0,2/18/2019,0,7,N/A,"I enjoy the work most of the time, though the workload can get heavy.","I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",<55k
EMP_0111,0,2,1,1,5,4,1,59892,0,19,Production Technician I,7/11/2011,,N/A-StillEmployed,Active,Production       ,Diversity Job Fair,Exceeds,4.5,4,0,2/18/2019,0,1,N/A,I feel supported by my manager and the team culture is genuinely positive.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0112,1,1,1,5,5,1,1,68898,1,20,Production Technician II,4/26/2010,5/30/2011,career change,Voluntarily Terminated,Production       ,Diversity Job Fair,PIP,3.0,3,0,3/6/2011,3,10,I felt I'd reached a ceiling in this role. I needed a new direction professionally.,Recognition is inconsistent — hard to feel motivated when effort goes unnoticed.,N/A,65-80k
EMP_0113,0,3,0,1,3,3,0,61242,0,14,IT Support,1/5/2015,,N/A-StillEmployed,Active,IT/IS,Employee Referral,Fully Meets,4.61,4,5,1/28/2019,0,11,N/A,Good balance between autonomy and collaboration. Happy here.,N/A,55-65k
EMP_0114,1,1,0,3,5,3,0,66825,0,20,Production Technician II,5/12/2014,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.6,3,0,2/7/2019,0,20,N/A,Good balance between autonomy and collaboration. Happy here.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",65-80k
EMP_0115,1,1,1,1,5,3,0,48285,0,19,Production Technician I,7/2/2012,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,5.0,3,0,1/14/2019,0,2,N/A,I feel supported by my manager and the team culture is genuinely positive.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",<55k
EMP_0116,0,3,0,3,5,3,0,66149,0,20,Production Technician II,9/30/2013,,N/A-StillEmployed,Active,Production       ,Google Search,Fully Meets,4.4,5,0,2/21/2019,0,1,N/A,"I enjoy the work most of the time, though the workload can get heavy.",I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,65-80k
EMP_0117,1,1,0,3,5,3,0,49256,0,19,Production Technician I,8/19/2013,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.1,5,0,2/15/2019,0,3,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",<55k
EMP_0118,0,2,1,1,5,3,0,62957,0,18,Production Manager,6/2/2015,,N/A-StillEmployed,Active,Production       ,Employee Referral,Fully Meets,4.63,3,0,1/4/2019,0,2,N/A,The work is meaningful and I feel my contributions are valued.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0119,0,2,0,5,5,3,0,63813,1,19,Production Technician I,2/21/2011,1/11/2014,more money,Voluntarily Terminated,Production       ,CareerBuilder,Fully Meets,5.0,5,0,6/3/2013,0,17,I was offered a significantly better package elsewhere. I would have stayed if there had been room to negotiate.,The work is meaningful and I feel my contributions are valued.,N/A,55-65k
EMP_0120,1,1,1,1,3,3,0,99020,0,4,BI Developer,4/20/2017,,N/A-StillEmployed,Active,IT/IS,Indeed,Fully Meets,4.2,5,5,1/28/2019,0,8,N/A,Things are generally fine but there's room to improve communication between teams.,N/A,80-120k
EMP_0121,0,0,1,5,6,3,0,71707,1,3,Area Sales Manager,3/7/2012,10/31/2014,relocation out of area,Voluntarily Terminated,Sales,LinkedIn,Fully Meets,4.5,5,0,2/1/2013,0,20,My family is relocating — purely personal. I'm actually sad to leave.,I feel supported by my manager and the team culture is genuinely positive.,N/A,65-80k
EMP_0122,1,1,0,1,5,3,0,54828,0,19,Production Technician I,11/28/2011,,N/A-StillEmployed,Active,Production       ,Google Search,Fully Meets,4.2,4,0,2/22/2019,0,13,N/A,Things are generally fine but there's room to improve communication between teams.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,<55k
EMP_0123,0,0,1,1,5,3,0,64246,0,20,Production Technician II,11/11/2013,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,5.0,3,0,1/8/2019,0,20,N/A,I feel supported by my manager and the team culture is genuinely positive.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",55-65k
EMP_0124,0,0,0,5,5,3,0,52177,1,19,Production Technician I,1/9/2012,12/15/2015,retiring,Voluntarily Terminated,Production       ,CareerBuilder,Fully Meets,4.64,4,0,5/2/2015,0,8,It was the right time for me to move on. Good memories here.,Good balance between autonomy and collaboration. Happy here.,N/A,<55k
EMP_0125,1,1,0,1,5,4,0,62065,0,19,Production Technician I,5/12/2014,,N/A-StillEmployed,Active,Production       ,CareerBuilder,Exceeds,4.76,4,0,2/15/2019,0,5,N/A,I feel supported by my manager and the team culture is genuinely positive.,"After 9.6 years in Production, I would like to explore opportunities in a different department to broaden my skills.",55-65k
EMP_0126,0,0,1,1,5,3,0,46998,0,19,Production Technician I,8/13/2012,,N/A-StillEmployed,Active,Production       ,Google Search,Fully Meets,4.17,4,0,2/11/2019,0,1,N/A,Things are generally fine but there's room to improve communication between teams.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",<55k
EMP_0127,0,0,0,5,5,3,0,68099,1,20,Production Technician II,1/10/2011,6/18/2013,hours,Voluntarily Terminated,Production       ,CareerBuilder,Fully Meets,5.0,3,0,1/30/2013,0,15,The workload was unsustainable. I tried raising it with my manager but nothing really changed.,I feel supported by my manager and the team culture is genuinely positive.,N/A,65-80k
EMP_0128,1,1,1,1,6,3,0,70545,0,3,Area Sales Manager,8/18/2014,,N/A-StillEmployed,Active,Sales,Indeed,Fully Meets,3.6,5,0,1/30/2019,0,9,N/A,Things are generally fine but there's room to improve communication between teams.,"After 9.4 years in Sales, I would like to explore opportunities in a different department to broaden my skills.",65-80k
EMP_0129,1,1,0,5,5,3,0,63478,1,20,Production Technician II,8/15/2011,4/7/2012,relocation out of area,Voluntarily Terminated,Production       ,Indeed,Fully Meets,3.03,5,0,3/5/2012,0,16,I'm moving out of the area. It's been a great experience.,Recognition is inconsistent — hard to feel motivated when effort goes unnoticed.,N/A,55-65k
EMP_0130,0,0,0,1,3,3,0,97999,0,8,Database Administrator,3/30/2015,,N/A-StillEmployed,Active,IT/IS,Indeed,Fully Meets,4.48,5,6,1/3/2019,0,4,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,N/A,80-120k
EMP_0131,1,1,0,1,6,3,0,180000,0,11,Director of Sales,5/5/2014,,N/A-StillEmployed,Active,Sales,LinkedIn,Fully Meets,4.5,4,0,1/21/2019,0,19,N/A,I feel supported by my manager and the team culture is genuinely positive.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,>120k
EMP_0132,1,1,0,1,1,3,0,49920,1,2,Administrative Assistant,2/16/2015,4/15/2015,"no-call, no-show",Terminated for Cause,Admin Offices,Indeed,Fully Meets,3.24,3,4,4/15/2015,0,6,A new opportunity came up that I couldn't pass on. No hard feelings.,Recognition is inconsistent — hard to feel motivated when effort goes unnoticed.,N/A,<55k
EMP_0133,0,0,0,1,5,3,0,55425,0,19,Production Technician I,2/20/2012,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.8,4,0,1/7/2019,0,4,N/A,Good balance between autonomy and collaboration. Happy here.,"After 11.9 years in Production, I would like to explore opportunities in a different department to broaden my skills.",55-65k
EMP_0134,0,0,0,2,5,3,0,69340,0,20,Production Technician II,6/6/2016,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,3.0,5,0,1/18/2019,0,4,N/A,I've been feeling disconnected from the team.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",65-80k
EMP_0135,0,3,0,2,5,3,0,64995,0,20,Production Technician II,6/5/2015,,N/A-StillEmployed,Active,Production       ,Indeed,Fully Meets,4.5,3,0,2/14/2019,0,6,N/A,Good balance between autonomy and collaboration. Happy here.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0136,0,2,0,5,5,3,0,68182,1,20,Production Technician II,2/21/2011,4/1/2013,unhappy,Voluntarily Terminated,Production       ,Google Search,Fully Meets,3.72,3,0,2/1/2013,0,18,"Honestly, the work environment changed a lot. I lost motivation and felt my contributions weren't being recognized.","I enjoy the work most of the time, though the workload can get heavy.",N/A,65-80k
EMP_0137,1,1,1,5,5,2,0,83082,1,18,Production Manager,2/21/2011,9/24/2012,unhappy,Voluntarily Terminated,Production       ,Indeed,Needs Improvement,2.34,2,0,4/12/2012,3,4,"I had been feeling disengaged for a while — the culture, the workload, and a sense that my growth had stalled.",Morale is low and I'm struggling to see a future here.,N/A,80-120k
EMP_0138,0,0,0,1,5,3,0,51908,0,19,Production Technician I,8/19/2013,,N/A-StillEmployed,Active,Production       ,Indeed,Fully Meets,3.99,3,0,1/14/2019,0,14,N/A,Things are generally fine but there's room to improve communication between teams.,"After 10.4 years in Production, I would like to explore opportunities in a different department to broaden my skills.",<55k
EMP_0139,0,0,0,1,5,3,0,61242,0,19,Production Technician I,11/5/2012,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.1,3,0,1/17/2019,0,7,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0140,0,2,0,1,5,3,0,45069,0,19,Production Technician I,9/30/2013,,N/A-StillEmployed,Active,Production       ,Employee Referral,Fully Meets,4.3,5,0,2/22/2019,0,7,N/A,"I enjoy the work most of the time, though the workload can get heavy.",I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,<55k
EMP_0141,0,2,0,1,5,4,0,60724,0,20,Production Technician II,7/5/2011,,N/A-StillEmployed,Active,Production       ,LinkedIn,Exceeds,4.6,4,0,2/25/2019,0,11,N/A,The work is meaningful and I feel my contributions are valued.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0142,0,3,0,1,5,3,0,60436,0,19,Production Technician I,1/6/2014,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,5.0,5,0,1/21/2019,0,9,N/A,Good balance between autonomy and collaboration. Happy here.,"After 10.0 years in Production, I would like to explore opportunities in a different department to broaden my skills.",55-65k
EMP_0143,1,1,1,5,5,4,0,46837,1,19,Production Technician I,11/7/2011,4/29/2018,more money,Voluntarily Terminated,Production       ,CareerBuilder,Exceeds,4.7,4,0,2/14/2018,0,9,I was offered a significantly better package elsewhere. I would have stayed if there had been room to negotiate.,Good balance between autonomy and collaboration. Happy here.,N/A,<55k
EMP_0144,1,1,0,3,3,3,0,105700,0,8,Database Administrator,1/5/2015,,N/A-StillEmployed,Active,IT/IS,Indeed,Fully Meets,3.75,3,5,2/11/2019,0,2,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,N/A,80-120k
EMP_0145,0,0,0,1,5,4,0,63322,0,20,Production Technician II,7/7/2014,,N/A-StillEmployed,Active,Production       ,LinkedIn,Exceeds,4.3,3,0,1/11/2019,0,1,N/A,Things are generally fine but there's room to improve communication between teams.,"After 9.5 years in Production, I would like to explore opportunities in a different department to broaden my skills.",55-65k
EMP_0146,1,1,0,5,5,3,0,61154,1,19,Production Technician I,1/10/2011,4/1/2016,unhappy,Voluntarily Terminated,Production       ,CareerBuilder,Fully Meets,4.0,4,0,2/3/2016,0,4,"I had been feeling disengaged for a while — the culture, the workload, and a sense that my growth had stalled.",Decent place to work. I'd appreciate more clarity on career development paths.,N/A,55-65k
EMP_0147,0,0,0,5,6,3,0,68999,1,21,Sales Manager,11/7/2011,4/24/2014,maternity leave - did not return,Voluntarily Terminated,Sales,Google Search,Fully Meets,4.5,5,0,3/30/2013,0,2,A new opportunity came up that I couldn't pass on. No hard feelings.,I feel supported by my manager and the team culture is genuinely positive.,N/A,65-80k
EMP_0148,0,0,1,1,5,3,0,50482,0,19,Production Technician I,9/30/2013,,N/A-StillEmployed,Active,Production       ,Indeed,Fully Meets,3.07,4,0,1/23/2019,0,10,N/A,Recognition is inconsistent — hard to feel motivated when effort goes unnoticed.,"After 10.3 years in Production, I would like to explore opportunities in a different department to broaden my skills.",<55k
EMP_0149,0,0,1,1,6,3,0,65310,0,3,Area Sales Manager,8/19/2013,,N/A-StillEmployed,Active,Sales,Indeed,Fully Meets,4.3,5,0,1/22/2019,0,13,N/A,Things are generally fine but there's room to improve communication between teams.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",65-80k
EMP_0150,1,1,0,1,2,3,0,250000,0,16,President & CEO,7/2/2012,,N/A-StillEmployed,Active,Executive Office,Indeed,Fully Meets,4.83,3,0,1/17/2019,0,10,N/A,The work is meaningful and I feel my contributions are valued.,"After 11.5 years in Executive Office, I would like to explore opportunities in a different department to broaden my skills.",>120k
EMP_0151,1,1,0,5,5,3,0,54005,1,19,Production Technician I,9/26/2011,6/4/2015,more money,Voluntarily Terminated,Production       ,Google Search,Fully Meets,3.6,5,0,3/1/2015,0,16,My main reason for leaving was financial — the salary just wasn't keeping pace with the market.,Things are generally fine but there's room to improve communication between teams.,N/A,<55k
EMP_0152,1,1,0,5,5,3,0,45433,1,19,Production Technician I,9/26/2011,1/9/2014,more money,Voluntarily Terminated,Production       ,Google Search,Fully Meets,3.49,4,0,1/30/2013,0,6,My main reason for leaving was financial — the salary just wasn't keeping pace with the market.,The environment has become stressful and I don't feel my concerns are heard.,N/A,<55k
EMP_0153,0,0,1,1,5,3,0,46654,0,19,Production Technician I,2/17/2014,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,3.1,3,0,2/6/2019,0,3,N/A,Recognition is inconsistent — hard to feel motivated when effort goes unnoticed.,"After 9.9 years in Production, I would like to explore opportunities in a different department to broaden my skills.",<55k
EMP_0154,1,1,1,1,5,3,0,63973,0,19,Production Technician I,1/10/2011,,N/A-StillEmployed,Active,Production       ,Indeed,Fully Meets,3.38,3,0,1/21/2019,0,17,N/A,The environment has become stressful and I don't feel my concerns are heard.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",55-65k
EMP_0155,0,0,1,1,6,3,1,71339,0,3,Area Sales Manager,3/7/2011,,N/A-StillEmployed,Active,Sales,Diversity Job Fair,Fully Meets,3.65,5,0,1/17/2019,0,20,N/A,Things are generally fine but there's room to improve communication between teams.,"After 12.8 years in Sales, I would like to explore opportunities in a different department to broaden my skills.",65-80k
EMP_0156,1,1,1,3,3,3,0,93206,0,28,Sr. Network Engineer,11/10/2014,,N/A-StillEmployed,Active,IT/IS,Employee Referral,Fully Meets,4.46,5,6,1/7/2019,0,7,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,N/A,80-120k
EMP_0157,1,1,1,4,5,3,0,82758,1,18,Production Manager,1/10/2011,12/12/2015,attendance,Terminated for Cause,Production       ,Employee Referral,Fully Meets,4.78,4,0,2/15/2015,0,9,Personal circumstances made it hard to maintain the attendance the role required.,I feel supported by my manager and the team culture is genuinely positive.,N/A,80-120k
EMP_0158,0,2,0,5,5,3,0,66074,1,20,Production Technician II,1/7/2013,3/31/2014,Another position,Voluntarily Terminated,Production       ,Indeed,Fully Meets,4.52,3,0,2/20/2014,0,20,It was the right time for me to move on. Good memories here.,I feel supported by my manager and the team culture is genuinely positive.,N/A,65-80k
EMP_0159,1,1,1,1,5,3,0,46120,0,19,Production Technician I,7/9/2012,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,5.0,5,0,2/4/2019,0,13,N/A,The work is meaningful and I feel my contributions are valued.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,<55k
EMP_0160,0,2,1,1,1,3,0,64520,0,1,Accountant I,1/6/2014,,N/A-StillEmployed,Active,Admin Offices,Website,Fully Meets,5.0,4,4,1/17/2019,0,3,N/A,The work is meaningful and I feel my contributions are valued.,N/A,55-65k
EMP_0161,1,1,1,5,5,3,0,61962,1,20,Production Technician II,4/2/2012,4/15/2013,more money,Voluntarily Terminated,Production       ,Google Search,Fully Meets,4.9,3,0,2/20/2013,0,20,"I genuinely enjoyed my team, but the compensation gap became impossible to ignore after 1.0 years without a meaningful raise.",The work is meaningful and I feel my contributions are valued.,N/A,55-65k
EMP_0162,0,0,0,1,3,3,0,81584,0,22,Senior BI Developer,10/2/2016,,N/A-StillEmployed,Active,IT/IS,Indeed,Fully Meets,4.1,5,7,1/8/2019,0,2,N/A,Things are generally fine but there's room to improve communication between teams.,N/A,80-120k
EMP_0163,0,0,0,5,5,3,0,63676,1,19,Production Technician I,9/26/2011,8/19/2018,return to school,Voluntarily Terminated,Production       ,CareerBuilder,Fully Meets,4.88,3,0,7/2/2017,0,17,I'm going back to school full-time. A long-term goal I finally decided to pursue.,The work is meaningful and I feel my contributions are valued.,N/A,55-65k
EMP_0164,1,1,1,1,1,3,0,93046,0,23,Shared Services Manager,1/5/2016,,N/A-StillEmployed,Active,Admin Offices,CareerBuilder,Fully Meets,4.1,4,0,1/28/2019,0,20,N/A,Things are generally fine but there's room to improve communication between teams.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,80-120k
EMP_0165,1,1,1,1,5,3,0,64738,0,19,Production Technician I,5/14/2012,,N/A-StillEmployed,Active,Production       ,Google Search,Fully Meets,4.1,3,0,2/22/2019,0,10,N/A,"I enjoy the work most of the time, though the workload can get heavy.",I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0166,0,3,1,1,6,3,0,70468,0,3,Area Sales Manager,4/30/2012,,N/A-StillEmployed,Active,Sales,Website,Fully Meets,4.53,3,0,1/29/2019,0,16,N/A,The work is meaningful and I feel my contributions are valued.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,65-80k
EMP_0167,1,1,0,1,5,4,0,77915,0,18,Production Manager,9/30/2013,,N/A-StillEmployed,Active,Production       ,Website,Exceeds,4.1,3,0,1/21/2019,0,11,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",65-80k
EMP_0168,1,1,0,5,5,3,0,52624,1,19,Production Technician I,7/5/2011,9/26/2018,unhappy,Voluntarily Terminated,Production       ,Indeed,Fully Meets,3.18,4,0,3/2/2018,0,16,The atmosphere in my department became increasingly tense. I tried raising it but nothing changed.,I've been feeling disconnected from the team.,N/A,<55k
EMP_0169,1,1,1,3,5,3,0,63450,0,20,Production Technician II,7/8/2013,,N/A-StillEmployed,Active,Production       ,LinkedIn,Fully Meets,4.0,3,0,2/18/2019,0,7,N/A,Decent place to work. I'd appreciate more clarity on career development paths.,I've contributed as much as I can in my current role and would welcome a chance to bring my experience to a new team.,55-65k
EMP_0170,0,0,0,1,3,4,1,51777,0,14,IT Support,1/21/2011,,N/A-StillEmployed,Active,IT/IS,Diversity Job Fair,Exceeds,4.64,4,5,1/25/2019,0,14,N/A,I feel supported by my manager and the team culture is genuinely positive.,N/A,<55k
EMP_0171,0,4,0,5,5,3,0,67237,1,20,Production Technician II,7/8/2013,9/15/2016,more money,Voluntarily Terminated,Production       ,LinkedIn,Fully Meets,4.65,4,0,6/10/2016,0,15,"I genuinely enjoyed my team, but the compensation gap became impossible to ignore after 3.2 years without a meaningful raise.",The work is meaningful and I feel my contributions are valued.,N/A,65-80k
EMP_0172,0,0,0,1,5,4,0,73330,0,20,Production Technician II,8/19/2013,,N/A-StillEmployed,Active,Production       ,Indeed,Exceeds,4.2,4,0,2/12/2019,0,19,N/A,Things are generally fine but there's room to improve communication between teams.,"After 10.4 years in Production, I would like to explore opportunities in a different department to broaden my skills.",65-80k
EMP_0173,1,1,0,3,5,3,0,52057,0,19,Production Technician I,2/16/2015,,N/A-StillEmployed,Active,Production       ,Website,Fully Meets,5.0,3,0,1/23/2019,0,6,N/A,Good balance between autonomy and collaboration. Happy here.,"I'm committed to this company, but a lateral move would help me grow and bring fresh energy to my work.",<55k
EMP_0174,0,0,0,5,5,4,1,47434,1,19,Production Technician I,11/7/2011,11/14/2015,Another position,Voluntarily Terminated,Production       ,Diversity Job Fair,Exceeds,5.0,4,0,2/2/2015,0,17,It was the right time for me to move on. Good memories here.,Good balance between autonomy and collaboration. Happy here.,N/A,<55k
EMP_0175,0,4,1,5,5,3,0,52788,1,19,Production Technician I,9/24/2012,9/26/2017,hours,Voluntarily Terminated,Production       ,Indeed,Fully Meets,3.08,4,0,4/1/2017,0,18,The hours were consistently beyond what was agreed when I was hired. Work-life balance became a real issue.,Recognition is inconsistent — hard to feel motivated when effort goes unnoticed.,N/A,<55k
